BOAMP_AVIS_NUM,D_13_01_Conditionparticipation_Critereselection,D_13_02_Conditionparticipation_Situationjuridique,D_13_03_Conditionparticipation_Situationjuridiquesst,D_13_04_Conditionparticipation_Capecomarcheoui,D_13_05_Conditionparticipation_Capecomarchenon,D_13_06_Conditionparticipation_Capeco,D_13_07_Conditionparticipation_Capecosst,D_13_08_Conditionparticipation_Capeconiveaumini,D_13_09_Conditionparticipation_Capeconiveauminisst,D_13_10_Conditionparticipation_Captechoffreoui,D_13_11_Conditionparticipation_Captechoffrenon,D_13_12_Conditionparticipation_Captech,D_13_13_Conditionparticipation_Captechsst,D_13_14_Conditionparticipation_Captechniveaumini,D_13_15_Conditionparticipation_Captechniveauminisst,D_13_16_Conditionparticipation_Criteresparticipation,D_13_17_Conditionparticipation_Marchereserveoui,D_13_17_01_Conditionparticipation_Marchereserveoui_Ateliersproteges,D_13_17_02_Conditionparticipation_Marchereserveoui_Emploisproteges,D_13_18_Conditionparticipation_Marchereservenon,D_13_19_Conditionparticipation_Prestationreserveeoui,D_13_20_Conditionparticipation_Prestationreserveenon,D_13_21_Conditionparticipation_Conditionparticuliereexecution,D_13_22_Conditionparticipation_Indicationobligatoirenomqualificationsoui,D_13_23_Conditionparticipation_Indicationobligatoirenomqualificationsnon,D_13_24_Conditionparticipation_Justificatifscandidat,D_13_24_01_Conditionparticipation_Justificatifscandidat_P,D_13_25_Conditionparticipation_Eligiblemps,D_13_25_01_Conditionparticipation_Eligiblemps_Oui,D_13_25_02_Conditionparticipation_Eligiblemps_Non
21-77464,,,,,False,,,,,,False,,,,,,CF_NIV_SUIV,False,False,False,,False,,False,False,CF_NIV_SUIV,"Déclaration sur l'honneur du candidat attestant qu'il est en règle, au cours de l'année précédant celle au cours de laquelle a lieu le lancement de la consultation, au regard des articles L. 5212-1, L. 5212-2, L. 5212 5 et L. 5212-9 du code du travail, concernant l'emploi des travailleurs handicapés",CF_NIV_SUIV,False,True
21-77464,,,,,False,,,,,,False,,,,,,CF_NIV_SUIV,False,False,False,,False,,False,False,CF_NIV_SUIV,"Documents à produire à l'appui des candidatures par le candidat, au choix de l'acheteur public",CF_NIV_SUIV,False,True
21-77464,,,,,False,,,,,,False,,,,,,CF_NIV_SUIV,False,False,False,,False,,False,False,CF_NIV_SUIV,"Déclaration concernant le chiffre d'affaires global et le chiffre d'affaires concernant les fournitures, services ou travaux objet du marché, réalisés au cours des trois derniers exercices disponibles",CF_NIV_SUIV,False,True
21-77464,,,,,False,,,,,,False,,,,,,CF_NIV_SUIV,False,False,False,,False,,False,False,CF_NIV_SUIV,Déclaration indiquant les effectifs moyens annuels du candidat et l'importance du personnel d'encadrement pour chacune des trois dernières années,CF_NIV_SUIV,False,True
21-77464,,,,,False,,,,,,False,,,,,,CF_NIV_SUIV,False,False,False,,False,,False,False,CF_NIV_SUIV,"Présentation d'une liste des travaux exécutés au cours des cinq dernières années, appuyée d'attestations de bonne exécution pour les travaux les plus importants. Ces attestations indiquent le montant, l'époque et le lieu d'exécution des travaux et précisent s'ils ont été effectués selon les règles de l'art et menés régulièrement à bonne fin",CF_NIV_SUIV,False,True
21-77464,,,,,False,,,,,,False,,,,,,CF_NIV_SUIV,False,False,False,,False,,False,False,CF_NIV_SUIV,"Déclaration indiquant l'outillage, le matériel et l'équipement technique dont le candidat dispose pour la réalisation de marchés de même nature",CF_NIV_SUIV,False,True
21-77464,,,,,False,,,,,,False,,,,,,CF_NIV_SUIV,False,False,False,,False,,False,False,CF_NIV_SUIV,"Formulaire DC1, Lettre de candidature - Habilitation du mandataire par ses co-traitants (disponible à l'adresse suivante : http://www.economie.gouv.fr/directions_services/daj/marches_publics/formulaires/DC/daj_dc.htm)",CF_NIV_SUIV,False,True
21-77464,,,,,False,,,,,,False,,,,,,CF_NIV_SUIV,False,False,False,,False,,False,False,CF_NIV_SUIV,"Formulaire DC2, Déclaration du candidat individuel ou du membre du groupement (disponible à l'adresse suivante : http://www.economie.gouv.fr/directions_services/daj/marches_publics/formulaires/DC/daj_dc.htm)",CF_NIV_SUIV,False,True
21-77464,,,,,False,,,,,,False,,,,,,CF_NIV_SUIV,False,False,False,,False,,False,False,CF_NIV_SUIV,Autres renseignements demandés,CF_NIV_SUIV,False,True
21-77464,,,,,False,,,,,,False,,,,,,CF_NIV_SUIV,False,False,False,,False,,False,False,CF_NIV_SUIV,Attestation d'assurance en cours de validité,CF_NIV_SUIV,False,True
21-81213,,"1. Lettre de candidature ou formulaire DC1 (joint au présent DCE) permettant didentifier le candidat et, le cas-échéant, les lots sur lesquels il candidate. En cas de groupement, la lettre de candidature ou le formulaire DC1 doit indiquer lensemble des membres du groupement, lidentité du mandataire ainsi que la nature du groupement) 2.Tout document relatif aux pouvoirs des personnes habilitées à engager le candidat 3. Déclaration sur lhonneur visée à larticle R.2143-3 du CCP ou règle deffet équivalent pour les candidats établis à létranger Dans ce cadre, le candidat peut utiliser lattestation reprise au cadre F1 du formulaire DC1 joint au DCE.",,,True,"4. Une Déclaration concernant le chiffre d'affaires global du candidat portant au maximum sur les trois derniers exercices disponibles. Il est précisé quen fonction de la date de création de l'entreprise ou du début d'activité de l'opérateur économique, le candidat est tenu de fournir les informations disponibles sur ces chiffres d'affaires. Dans ce cadre, le candidat peut utiliser le formulaire DC2 joint au DCE.",,,,,True,"5. Une déclaration indiquant les effectifs moyens annuels du candidat et limportance du personnel dencadrement pendant les trois dernières années. 6. Une liste des travaux exécutés au cours des 5 dernières années, assorties dattestations de bonne exécution pour les travaux les plus importants. Ces attestations indiquent le montant, la date et le lieu dexécution des travaux et précisent sils ont été effectués selon les règles de lart et menés régulièrement à bonne fin.",,,,,CF_NIV_SUIV,False,False,True,,True,"- Le marché sera conclu avec une entreprise seule ou avec un groupement dentreprises solidaire ou conjoint. En cas de groupement conjoint, le mandataire sera solidaire. De plus, Il est interdit aux candidats de se présenter pour le marché en agissant à la fois : - En qualité de candidats individuels et de membres dun ou plusieurs groupements ; - En qualité de membres de plusieurs groupements",True,False,CF_NIV_SUIV,,CF_NIV_SUIV,False,True
21-82919,1. Garanties professionnelles et financières suffisantes;2. Garanties techniques suffisantes.,"Garanties professionnelles et financières suffisantes;- formulaire Dc1, Lettre de candidature - habilitation du mandataire par ses cotraitants.",,,False,"Formulaire Dc2, Déclaration du candidat individuel ou du membre du groupement.",,,,,False,,,,,,CF_NIV_SUIV,False,False,True,,True,,False,True,CF_NIV_SUIV,"Documents à produire à l'appui des candidatures par le candidat, au choix de l'acheteur public",CF_NIV_SUIV,False,True
21-82919,1. Garanties professionnelles et financières suffisantes;2. Garanties techniques suffisantes.,"Garanties professionnelles et financières suffisantes;- formulaire Dc1, Lettre de candidature - habilitation du mandataire par ses cotraitants.",,,False,"Formulaire Dc2, Déclaration du candidat individuel ou du membre du groupement.",,,,,False,,,,,,CF_NIV_SUIV,False,False,True,,True,,False,True,CF_NIV_SUIV,"Formulaire DC1, Lettre de candidature - Habilitation du mandataire par ses co-traitants (disponible à l'adresse suivante : http://www.economie.gouv.fr/directions_services/daj/marches_publics/formulaires/DC/daj_dc.htm)",CF_NIV_SUIV,False,True
21-82919,1. Garanties professionnelles et financières suffisantes;2. Garanties techniques suffisantes.,"Garanties professionnelles et financières suffisantes;- formulaire Dc1, Lettre de candidature - habilitation du mandataire par ses cotraitants.",,,False,"Formulaire Dc2, Déclaration du candidat individuel ou du membre du groupement.",,,,,False,,,,,,CF_NIV_SUIV,False,False,True,,True,,False,True,CF_NIV_SUIV,"Formulaire DC2, Déclaration du candidat individuel ou du membre du groupement (disponible à l'adresse suivante : http://www.economie.gouv.fr/directions_services/daj/marches_publics/formulaires/DC/daj_dc.htm)",CF_NIV_SUIV,False,True
21-82919,1. Garanties professionnelles et financières suffisantes;2. Garanties techniques suffisantes.,"Garanties professionnelles et financières suffisantes;- formulaire Dc1, Lettre de candidature - habilitation du mandataire par ses cotraitants.",,,False,"Formulaire Dc2, Déclaration du candidat individuel ou du membre du groupement.",,,,,False,,,,,,CF_NIV_SUIV,False,False,True,,True,,False,True,CF_NIV_SUIV,Les pièces prévues aux articles D. 8222-5 ou D. 8222-7 et D. 8222-8 du code du travail,CF_NIV_SUIV,False,True
21-82919,1. Garanties professionnelles et financières suffisantes;2. Garanties techniques suffisantes.,"Garanties professionnelles et financières suffisantes;- formulaire Dc1, Lettre de candidature - habilitation du mandataire par ses cotraitants.",,,False,"Formulaire Dc2, Déclaration du candidat individuel ou du membre du groupement.",,,,,False,,,,,,CF_NIV_SUIV,False,False,True,,True,,False,True,CF_NIV_SUIV,"Si l'attributaire est établi en France, les attestations et certificats délivrés par les administrations et organismes compétents prouvant qu'il a satisfait à ses obligations fiscales et sociales ou un état annuel des certificats reçus",CF_NIV_SUIV,False,True
21-82919,1. Garanties professionnelles et financières suffisantes;2. Garanties techniques suffisantes.,"Garanties professionnelles et financières suffisantes;- formulaire Dc1, Lettre de candidature - habilitation du mandataire par ses cotraitants.",,,False,"Formulaire Dc2, Déclaration du candidat individuel ou du membre du groupement.",,,,,False,,,,,,CF_NIV_SUIV,False,False,True,,True,,False,True,CF_NIV_SUIV,"Si l'attributaire est établi dans un Etat autre que la France, un certificat établi par les administrations et organismes du pays d'origine. Lorsqu'un tel certificat n'est pas délivré par le pays concerné, il peut être remplacé par une déclaration sous serment, ou dans les Etats où un tel serment n'existe pas, par une déclaration solennelle faite par l'intéressé devant l'autorité judiciaire ou administrative compétente, un notaire ou un organisme professionnel qualifié du pays",CF_NIV_SUIV,False,True
21-82919,1. Garanties professionnelles et financières suffisantes;2. Garanties techniques suffisantes.,"Garanties professionnelles et financières suffisantes;- formulaire Dc1, Lettre de candidature - habilitation du mandataire par ses cotraitants.",,,False,"Formulaire Dc2, Déclaration du candidat individuel ou du membre du groupement.",,,,,False,,,,,,CF_NIV_SUIV,False,False,True,,True,,False,True,CF_NIV_SUIV,"Si les documents fournis par le candidat ne sont pas établis en langue française, ils doivent être accompagnés d'une traduction en français, certifiée conforme à l'original par un traducteur assermenté",CF_NIV_SUIV,False,True
21-84435,,"Déclaration sur l'honneur pour justifier que le candidat n'entre dans aucun des cas d'interdiction de soumissionner.Pour présenter leur candidature, les candidats peuvent utiliser les formulaires DC1 (lettre de candidature) et DC2 (déclaration du candidat). Ces documents sont disponibles gratuitement sur le site www.economie.gouv.fr. Ils peuvent aussi utiliser le Document Unique de Marché Européen (DUME). Le pouvoir adjudicateur applique le principe ""Dites-le nous une fois"". Par conséquent, les candidats ne sont pas tenus de fournir les documents et renseignements qui ont déjà été transmis dans le cadre d'une précédente consultation et qui demeurent valables.",,,True,"Déclaration concernant le chiffre d'affaires global et le chiffre d'affaires concernant les prestations objet du contrat, réalisées au cours des trois derniers exercices disponibles",,,,,True,"Déclaration indiquant les effectifs moyens annuels du candidat et l'importance du personnel d'encadrement pour chacune des trois dernières années.Liste des principales prestations effectuées au cours des trois dernières années, indiquant le montant, la date et le destinataire. Elles sont prouvées par des attestations du destinataire ou, à défaut, par une déclaration du candidat.Déclaration indiquant l'outillage, le matériel et l'équipement technique dont le candidat dispose pour la réalisation du contrat.Description de l'équipement technique, des mesures employées par l'opérateur économique pour s'assurer de la qualité et des moyens d'étude et de recherche de son entreprise.Indication des systèmes de gestion et de suivi de la chaîne d'approvisionnement que le candidat pourra mettre en oeuvre lors de l'exécution du contrat.Certificats de qualifications professionnelles notamment par des certificats d'identité professionnelle ou des références attestant de la compétence de l'opérateur économique à réaliser la prestation pour laquelle il se porte candidat.",,,,,CF_NIV_SUIV,False,False,True,,True,,False,True,CF_NIV_SUIV,,CF_NIV_SUIV,False,True
21-84509,,"Déclaration sur l'honneur pour justifier que le candidat n'entre dans aucun des cas d'interdiction de soumissionner.Pour présenter leur candidature, les candidats peuvent utiliser les formulaires DC1 (lettre de candidature) et DC2 (déclaration du candidat). Ces documents sont disponibles gratuitement sur le site www.economie.gouv.fr. Ils peuvent aussi utiliser le Document Unique de Marché Européen (DUME). Le pouvoir adjudicateur applique le principe ""Dites-le nous une fois"". Par conséquent, les candidats ne sont pas tenus de fournir les documents et renseignements qui ont déjà été transmis dans le cadre d'une précédente consultation et qui demeurent valables.",,,True,"Déclaration concernant le chiffre d'affaires global et le chiffre d'affaires concernant les prestations objet du contrat, réalisées au cours des trois derniers exercices disponibles.",,,,,True,"Déclaration indiquant les effectifs moyens annuels du candidat et l'importance du personnel d'encadrement pour chacune des trois dernières annéesListe des principales prestations effectuées au cours des trois dernières années, indiquant le montant, la date et le destinataire. Elles sont prouvées par des attestations du destinataire ou, à défaut, par une déclaration du candidatDéclaration indiquant l'outillage, le matériel et l'équipement technique dont le candidat dispose pour la réalisation du contrat.Certificats de qualifications professionnelles notamment par des certificats d'identité professionnelle ou des références attestant de la compétence de l'opérateur économique à réaliser la prestation pour laquelle il se porte candidat",,,,,CF_NIV_SUIV,False,False,True,,True,,False,True,CF_NIV_SUIV,,CF_NIV_SUIV,False,True
21-85142,,,,,False,,,,,,False,,,,,,CF_NIV_SUIV,False,False,False,Profession d'architecte - Article 9 de la loi no77-2 du 3 janvier 1977 sur l'architecture.,False,,True,False,CF_NIV_SUIV,"Documents à produire obligatoirement par le candidat, à l'appui de sa candidature",CF_NIV_SUIV,False,True
21-85142,,,,,False,,,,,,False,,,,,,CF_NIV_SUIV,False,False,False,Profession d'architecte - Article 9 de la loi no77-2 du 3 janvier 1977 sur l'architecture.,False,,True,False,CF_NIV_SUIV,"Copie du ou des jugements prononcés, si le candidat est en redressement judiciaire",CF_NIV_SUIV,False,True
21-85142,,,,,False,,,,,,False,,,,,,CF_NIV_SUIV,False,False,False,Profession d'architecte - Article 9 de la loi no77-2 du 3 janvier 1977 sur l'architecture.,False,,True,False,CF_NIV_SUIV,"Déclaration sur l'honneur du candidat justifiant qu'il n'entre dans aucun des cas d'interdiction de soumissionner obligatoires prévus aux articles 45 et 48 de l'ordonnance no 2015-899 du 23 juillet 2015 ou, pour les marchés publics de défense ou de sécurité, qu'il n'entre dans aucun des cas d'interdiction de soumissionner obligatoires prévus aux articles 45 ,46 et 48 de l'ordonnance no 2015-899 du 23 juillet 2015 (si cette déclaration n'est pas déjà demandée dans le cadre du formulaire DC1, ci-après)",CF_NIV_SUIV,False,True
21-85142,,,,,False,,,,,,False,,,,,,CF_NIV_SUIV,False,False,False,Profession d'architecte - Article 9 de la loi no77-2 du 3 janvier 1977 sur l'architecture.,False,,True,False,CF_NIV_SUIV,"Documents à produire à l'appui des candidatures par le candidat, au choix de l'acheteur public",CF_NIV_SUIV,False,True
21-85142,,,,,False,,,,,,False,,,,,,CF_NIV_SUIV,False,False,False,Profession d'architecte - Article 9 de la loi no77-2 du 3 janvier 1977 sur l'architecture.,False,,True,False,CF_NIV_SUIV,"Déclaration concernant le chiffre d'affaires global et le chiffre d'affaires concernant les fournitures, services ou travaux objet du marché, réalisés au cours des trois derniers exercices disponibles",CF_NIV_SUIV,False,True
21-85142,,,,,False,,,,,,False,,,,,,CF_NIV_SUIV,False,False,False,Profession d'architecte - Article 9 de la loi no77-2 du 3 janvier 1977 sur l'architecture.,False,,True,False,CF_NIV_SUIV,Déclaration appropriée de banques ou preuve d'une assurance pour les risques professionnels,CF_NIV_SUIV,False,True
21-85142,,,,,False,,,,,,False,,,,,,CF_NIV_SUIV,False,False,False,Profession d'architecte - Article 9 de la loi no77-2 du 3 janvier 1977 sur l'architecture.,False,,True,False,CF_NIV_SUIV,Déclaration indiquant les effectifs moyens annuels du candidat et l'importance du personnel d'encadrement pour chacune des trois dernières années,CF_NIV_SUIV,False,True
21-85142,,,,,False,,,,,,False,,,,,,CF_NIV_SUIV,False,False,False,Profession d'architecte - Article 9 de la loi no77-2 du 3 janvier 1977 sur l'architecture.,False,,True,False,CF_NIV_SUIV,"Présentation d'une liste des principales fournitures ou des principaux services effectués au cours des trois dernières années, indiquant le montant, la date et le destinataire public ou privé. Les livraisons et les prestations de services sont prouvées par des attestations du destinataire ou, à défaut, par une déclaration de l'opérateur économique",CF_NIV_SUIV,False,True
21-85142,,,,,False,,,,,,False,,,,,,CF_NIV_SUIV,False,False,False,Profession d'architecte - Article 9 de la loi no77-2 du 3 janvier 1977 sur l'architecture.,False,,True,False,CF_NIV_SUIV,Indication des titres d'études et professionnels des cadres de l'entreprise et notamment des responsables de prestation de services ou de conduite des travaux de même nature que celle du marché,CF_NIV_SUIV,False,True
21-85142,,,,,False,,,,,,False,,,,,,CF_NIV_SUIV,False,False,False,Profession d'architecte - Article 9 de la loi no77-2 du 3 janvier 1977 sur l'architecture.,False,,True,False,CF_NIV_SUIV,"Formulaire DC1, Lettre de candidature - Habilitation du mandataire par ses co-traitants (disponible à l'adresse suivante : http://www.economie.gouv.fr/directions_services/daj/marches_publics/formulaires/DC/daj_dc.htm)",CF_NIV_SUIV,False,True
21-85142,,,,,False,,,,,,False,,,,,,CF_NIV_SUIV,False,False,False,Profession d'architecte - Article 9 de la loi no77-2 du 3 janvier 1977 sur l'architecture.,False,,True,False,CF_NIV_SUIV,"Formulaire DC2, Déclaration du candidat individuel ou du membre du groupement (disponible à l'adresse suivante : http://www.economie.gouv.fr/directions_services/daj/marches_publics/formulaires/DC/daj_dc.htm)",CF_NIV_SUIV,False,True
21-85142,,,,,False,,,,,,False,,,,,,CF_NIV_SUIV,False,False,False,Profession d'architecte - Article 9 de la loi no77-2 du 3 janvier 1977 sur l'architecture.,False,,True,False,CF_NIV_SUIV,"S'il s'appuie, pour présenter sa candidature, sur les capacités professionnelles, techniques et financières d'autres opérateurs économiques, le candidat produit les mêmes documents concernant cet opérateur économique que ceux qui lui sont exigés par l'acheteur public. Le candidat doit également apporter la preuve que chacun de ces opérateurs économiques mettra à sa disposition les moyens nécessaires, pendant toute la durée d'exécution du marché public ou de l'accord-cadre",CF_NIV_SUIV,False,True
21-85142,,,,,False,,,,,,False,,,,,,CF_NIV_SUIV,False,False,False,Profession d'architecte - Article 9 de la loi no77-2 du 3 janvier 1977 sur l'architecture.,False,,True,False,CF_NIV_SUIV,"Si les documents fournis par le candidat ne sont pas établis en langue française, ils doivent être accompagnés d'une traduction en français, certifiée conforme à l'original par un traducteur assermenté",CF_NIV_SUIV,False,True
21-85142,,,,,False,,,,,,False,,,,,,CF_NIV_SUIV,False,False,False,Profession d'architecte - Article 9 de la loi no77-2 du 3 janvier 1977 sur l'architecture.,False,,True,False,CF_NIV_SUIV,Les pièces prévues aux articles D. 8222-5 ou D. 8222-7 et D. 8222-8 du code du travail,CF_NIV_SUIV,False,True
21-85142,,,,,False,,,,,,False,,,,,,CF_NIV_SUIV,False,False,False,Profession d'architecte - Article 9 de la loi no77-2 du 3 janvier 1977 sur l'architecture.,False,,True,False,CF_NIV_SUIV,"Si l'attributaire est établi en France, les attestations et certificats délivrés par les administrations et organismes compétents prouvant qu'il a satisfait à ses obligations fiscales et sociales ou un état annuel des certificats reçus",CF_NIV_SUIV,False,True
21-85142,,,,,False,,,,,,False,,,,,,CF_NIV_SUIV,False,False,False,Profession d'architecte - Article 9 de la loi no77-2 du 3 janvier 1977 sur l'architecture.,False,,True,False,CF_NIV_SUIV,"Si l'attributaire est établi dans un Etat autre que la France, un certificat établi par les administrations et organismes du pays d'origine. Lorsqu'un tel certificat n'est pas délivré par le pays concerné, il peut être remplacé par une déclaration sous serment, ou dans les Etats où un tel serment n'existe pas, par une déclaration solennelle faite par l'intéressé devant l'autorité judiciaire ou administrative compétente, un notaire ou un organisme professionnel qualifié du pays",CF_NIV_SUIV,False,True
21-85142,,,,,False,,,,,,False,,,,,,CF_NIV_SUIV,False,False,False,Profession d'architecte - Article 9 de la loi no77-2 du 3 janvier 1977 sur l'architecture.,False,,True,False,CF_NIV_SUIV,"Si les documents fournis par le candidat ne sont pas établis en langue française, ils doivent être accompagnés d'une traduction en français, certifiée conforme à l'original par un traducteur assermenté",CF_NIV_SUIV,False,True
21-85876,"1) Qualité des références du mandataire ; 2) Capacités techniques de l'équipe proposée (au regard des effectifs, références, adéquation de l'équipe au projet (organisation, composition) ; 3) Capacités financières du groupement (souhaité, chiffre d'affaire minimum : 100 keuros).","Déclaration sur l'honneur pour justifier que le candidat n'entre dans aucun des as d'interdiction de soumissionner, ou DUME ou DUME-S ou DC1 ; copie du ou des jugements prononcés, si le candidat est en redressement judiciaire",,,False,"Déclaration concernant le chiffre d'affaire global et le chiffre d'affaires concernant les prestations objet du contrat, réalisés a cours des 3 derniers exercices disponibles",,Niveau minimum 100 000 euro,,,False,"Déclaration indiquant les effectifs moyens annuels du candidat et l'importance du personnel d'encadrement pour chacune des 3 dernières années ; Liste des principales prestations effectuées au cours des 3 dernières années, indiquant le montant, la date et le destinataire. Elles sont prouvées par des attestations du destinataire ou, à défaut, par une déclaration du candidat",,,,,CF_NIV_SUIV,False,False,False,,False,,False,False,CF_NIV_SUIV,,CF_NIV_SUIV,False,True
21-86040,,,,,False,,,,,,False,,,,,,CF_NIV_SUIV,False,False,False,,False,,False,False,CF_NIV_SUIV,,CF_NIV_SUIV,False,True
21-86145,,,,,True,voir le RC et CCTP,,,,,True,voir le RC et CCTP,,,,,CF_NIV_SUIV,False,False,True,,True,,False,True,CF_NIV_SUIV,,CF_NIV_SUIV,False,True
